ID,type,time,dayofweek,models,params,queuelen,trials,duration
3684,8,0.750694444,1,13,31353,0,40,0
2408,9,0.620833333,2,13,1271,0,40,0
2881,9,0.807638889,4,21,1757,23,40,0
3021,11,0.399305556,1,8,5476,0,40,0
3630,2,0.255555556,5,27,19907,0,40,0
1271,8,0.543055556,5,35,,0,40,0
2319,12,0.577777778,5,10,7558,0,200,2
4143,9,0.523611111,4,5,2486,0,40,0
2330,13,0.742361111,4,9,6436,1,40,1
347,14,0.765277778,4,18,3330,0,40,1
2926,5,0.671527778,5,1,4119,0,40,0
3922,2,0.630555556,5,19,45639,0,40,0
3868,3,0.680555556,3,828,77,0,40,0
1423,7,0.678472222,5,8,2920,57,40,1
4089,8,0.373611111,5,7,84324,0,40,0
632,,0.384722222,2,5,16348,0,20,1
2422,11,0.720138889,4,43,96206,0,200,2
4242,8,0.9,3,4,24677,0,40,0
2496,14,0.7,3,265,385,11,40,2
2720,14,0.038194444,6,57,2792,0,400,3
1465,13,0.672916667,3,1,1939,0,40,0
2176,3,0.611111111,2,26,1206,0,40,0
115,,0.534722222,3,1,15082,0,40,0
3796,2,0.479166667,3,31,20284,0,40,0
1494,13,0.495138889,7,31,2473,0,40,0
1232,9,0.877777778,7,20,222,0,40,0
2164,2,0.747222222,4,5,6569,0,40,0
1153,13,0.676388889,5,18,,2086,40,2
4315,12,0.744444444,4,8,6420,338,40,1
57,8,0.667361111,1,2,24681,0,200,0
3349,6,0.003472222,4,160,862,0,40,1
4280,4,0.681944444,4,6,699,0,40,0
1735,8,0.690972222,5,13,65606,0,40,0
4240,12,0.010416667,3,3,3044,0,40,1
2377,12,0.420138889,2,5,17136,0,20,1
2767,5,0.675694444,5,5,6381,376,40,1
707,3,0.538194444,4,10,88,0,40,0
1093,3,0.452777778,3,8,813,0,40,0
2696,14,0.59375,4,5,3272,0,20,0
1376,9,0.469444444,4,2,4954,0,400,1
72,6,0.80625,4,14,275,0,40,0
1922,,0.557638889,1,2,799,0,40,0
3902,12,0.665277778,2,5,7369,0,40,1
1764,5,0.434027778,5,5,3966,115,40,0
743,13,0.48125,5,2,4547,0,40,0
2170,13,0.576388889,2,13,9327,218,40,1
1005,3,0.704861111,5,16,1234,0,40,0
1190,13,0.663888889,5,14,2923,446,40,2
1125,13,0.018055556,1,55,,0,40,1
1241,9,0.719444444,5,13,831,0,40,0
2148,12,0.506944444,5,8,5459,0,40,1
2603,13,0.568055556,5,10,7603,0,200,2
998,13,0.442361111,5,2,4205,0,40,0
1577,13,0.859722222,2,4,2483,0,40,0
4148,2,0.321527778,1,220,25459,0,40,2
1826,12,0.526388889,4,82,6484,1,100,2
4104,14,0.5125,3,147,3216,0,40,3
4321,9,0.208333333,3,10,9922,0,40,0
2677,12,0.458333333,3,1,612,0,40,0
440,13,0.490277778,2,34,4754,1,40,0
1100,9,0.642361111,3,6,71,0,40,0
2303,9,0.455555556,3,16,3251,449,40,0
649,13,0.635416667,2,12,8388,0,40,1
1546,8,0.582638889,2,2,121302,0,40,0
2934,8,0.320138889,2,13,42852,0,40,0
2399,9,0.613194444,2,2,2607,86,40,3
630,,0.663888889,4,56,2158,0,40,3
672,9,0.447916667,3,2,761,0,40,0
1249,5,0.416666667,5,9,3956,0,40,0
482,,0.467361111,5,13,4617,0,40,1
1584,14,0.689583333,1,5,73,0,40,1
3928,13,0.417361111,5,1,1800,0,40,0
1462,9,0.877777778,7,28,207,0,40,0
2964,5,0.820833333,4,6,14213,0,40,1
2740,3,0.413888889,4,1,179,0,40,0
49,7,0.506944444,4,27,3189,35,40,2
3350,12,0.685416667,3,1,,0,40,0
2302,13,0.404861111,1,28,2819,0,40,0
858,11,0.579861111,2,26,50621,0,40,0
1072,,0.673611111,4,18,261,3,40,0
719,12,0.392361111,1,8,,0,40,0
1660,11,0.733333333,5,16,25627,0,400,1
1656,12,0.664583333,4,1,3556,0,40,1
2668,7,0.394444444,1,8,2215,0,40,0
3256,13,0.44375,2,2,7385,16,40,1
4308,0,0.483333333,4,23,,0,40,0
2498,8,0.25625,5,27,24825,0,40,0
3688,12,0.421527778,5,5,,0,40,1
4116,,0.781944444,3,16,1282,0,400,3
1385,9,0.545138889,7,30,,0,40,1
2893,9,0.581944444,2,26,,0,40,1
1399,9,0.220138889,2,62,635,0,20,0
1195,5,0.473611111,3,147,17886,0,40,3
1408,9,0.706944444,4,14,365,0,40,0
4297,9,0.386111111,2,10,252,0,40,0
1798,5,0.725,5,2,14193,1,40,0
1475,9,0.465972222,1,22,995,261,40,2
2423,3,0.64375,4,3,433,0,40,0
4027,6,0.222222222,5,62,624,3,20,0
2680,7,0.454166667,2,1,586,0,200,2
2392,11,0.409027778,2,13,208745,0,40,1
2843,4,0.2382822,4,52938,991,0,5,1
1286,6,0.622222222,2,13,1226,0,40,1
349,9,0.545138889,7,42,493,0,40,1
3269,6,0.491666667,3,82,900,6,20,0
2354,3,0.459027778,3,1,129,0,40,0
1681,,0.609027778,2,13,119,0,40,0
1443,2,0.625694444,2,13,54202,0,40,0
2447,9,0.534722222,1,28,248,0,40,0
1671,3,0.648611111,2,10,268,0,40,0
1179,,0.703472222,4,2,305,0,40,0
3174,12,0.5875,2,13,7637,0,40,1
3623,14,0.765972222,4,4,3087,0,40,1
2732,9,0.466666667,1,6,,0,20,0
1916,,0.660416667,5,13,986,216,40,2
1357,7,0.447222222,2,6,,3,20,3
1825,9,0.877777778,7,27,234,0,40,0
786,0,0.56875,5,9,3489,0,200,2
469,9,0.615972222,2,12,3109,0,40,1
140,13,0.360416667,4,62,,31,20,0
788,12,0.722222222,3,16,3796,0,400,3
323,7,0.413194444,5,1,555,0,40,0
3101,2,0.613888889,2,26,34031,0,40,0
714,14,0.926388889,1,31,1794,0,40,1
3707,,0.641666667,3,17,3237,0,40,1
4169,9,0.578472222,5,3,3742,55,100,0
3590,12,0.695833333,1,10,4735,0,100,1
3877,11,0.694444444,3,27,478,0,40,0
2436,14,0.467361111,3,16,3242,2,40,1
406,8,0.929861111,3,11,9621,0,22,0
3737,7,0.440277778,2,13,4315,0,40,3
1004,8,0.623611111,4,5,94536,0,40,0
890,9,0.083333333,5,26,2566,0,40,0
2598,,0.85,4,200,18027,0,40,3
2971,13,0.678472222,5,1,2215,0,40,0
3458,12,0.680555556,1,46,1835,0,40,2
2499,14,0.415277778,3,17,3239,10,100,1
303,9,0.915972222,3,12,2635,0,40,0
4204,4,0.497916667,5,2,320,0,40,0
2830,14,0.536805556,1,13,1315,0,400,3
664,13,0.579166667,4,33,3169,0,40,0
1177,2,0.754861111,5,14,46917,0,40,0
1947,14,0.763888889,4,19,3317,0,40,1
4276,14,0.589583333,2,13,2753,0,40,1
2132,7,0.644444444,2,13,4512,0,40,3
3378,12,0.811111111,4,7,8546,0,40,1
961,13,0.010416667,3,55,4883,0,40,1
2009,13,0.692361111,5,13,7905,283,40,1
2149,12,0.484722222,4,23,664,0,40,2
3695,4,0.670833333,5,1,134,0,40,0
3977,12,0.430555556,5,6,2340,0,40,0
304,9,0.544444444,7,28,553,0,40,1
3857,2,0.452083333,4,23,4632,0,40,0
1496,8,0.588194444,4,4,93103,0,40,0
916,9,0.58125,3,15,3270,9,40,0
3195,2,0.390277778,4,5,113816,0,40,0
3652,,0.421527778,5,6,2238,0,40,0
1624,5,0.232638889,5,8,2864,0,40,0
2894,12,0.429166667,3,13,,16,40,1
821,5,0.702083333,5,7,5489,0,40,0
3702,13,0.45,2,2,3937,0,200,1
1354,13,0.015972222,5,55,,0,40,1
3717,,0.769444444,1,11,80,0,40,0
3773,9,0.185416667,5,8,1052,0,40,0
1000,12,0.597916667,3,27,4301,24,40,2
18,,0.4375,1,11,2393,1,40,0
1637,7,0.417361111,5,9,2397,51,40,0
1667,13,0.438888889,1,11,2534,0,40,0
493,9,0.545833333,7,33,495,0,40,1
3109,13,0.565972222,4,28,2792,31,40,0
3883,13,0.026388889,1,48,4846,0,40,0
687,9,0.555555556,1,18,1271,77,40,1
3549,8,0.714583333,2,6,47604,0,40,0
1608,9,0.878472222,7,25,204,0,40,0
3076,8,0.552777778,4,42,79246,0,200,1
3893,8,0.54375,3,1,15374,0,40,0
1009,14,0.470833333,3,20,3073,26,100,1
3915,13,0.661111111,3,4,5146,0,40,0
1327,3,0.670833333,1,2,233,0,200,0
1677,,0.569444444,1,23,4302,0,40,1
1999,14,0.761805556,4,19,,2,40,1
1310,14,0.414583333,3,17,3264,20,100,1
1987,2,0.581944444,3,15,64654,0,40,0
2763,9,0.640972222,4,4,71,0,40,0
344,8,0.68125,2,17,38888,0,40,0
3107,7,0.674305556,5,2,998,0,40,1
986,8,0.786805556,2,17,34317,0,40,0
3487,5,0.670138889,5,13,7415,197,40,2
4069,8,0.566666667,5,3,55984,0,40,0
3012,14,0.758333333,2,21,3260,549,100,2
2328,8,0.423611111,1,1,379,0,40,0
1142,11,0.19375,5,9,17043,0,40,0
1198,12,0.754861111,1,12,15579,0,40,2
85,3,0.388888889,3,3,385,0,40,0
1518,11,0.718055556,2,2,26884,0,40,0
3540,11,0.423611111,3,1,27505,0,40,0
1381,8,0.577083333,2,31,33579,0,40,0
2835,9,0.860416667,3,4,1067,0,40,0
1014,14,0.761111111,4,16,3218,11,40,1
128,2,0.440972222,4,26,8572,0,20,0
1364,8,0.565972222,4,28,23298,0,40,0
2742,11,0.617361111,3,6,,0,40,0
2570,12,0.331944444,5,8,10006,24,40,0
891,2,0.80625,1,27,14844,0,40,0
3233,4,0.422916667,3,1,174,0,40,0
1359,12,0.441666667,4,23,688,1,40,1
307,5,0.461111111,3,1,5651,0,40,0
1661,14,0.467361111,4,27,3438,3,40,2
3503,12,0.65625,3,31,1429,0,40,1
1317,5,0.443055556,2,2,12245,2,40,0
3642,7,0.683333333,5,2,619,0,40,0
3305,6,0.377083333,2,23,1903,4,40,0
1208,,0.45625,2,4,13743,126,40,2
4052,7,0.410416667,4,222,404,0,40,2
3917,12,0.004166667,4,2,3084,0,40,1
2706,14,0.563194444,4,13,1251,0,400,3
1239,14,0.552083333,3,8,510,128,40,1
2289,14,0.758333333,4,21,3264,4,100,1
275,4,0.602777778,5,45,5509,0,40,2
489,9,0.556944444,3,86,,0,40,1
3632,9,0.653472222,2,148,3889,0,40,3
1229,3,0.473611111,4,2,183,0,40,0
3809,6,0.615972222,1,51,1925,26,40,1
3580,3,0.427777778,3,1,,0,40,0
2650,,0.744444444,4,9,,516,40,1
4128,6,0.747916667,2,6,454,0,40,0
1058,9,0.877777778,7,25,194,0,40,0
2166,,0.664583333,3,5,6671,0,40,0
281,13,0.691666667,4,1,582,0,40,0
2700,14,0.499305556,5,2,3720,20,40,0
1316,13,0.461805556,5,25,38432,0,40,2
968,,0.761111111,5,21,321,0,40,0
2955,7,0.744444444,5,2,953,0,40,1
2589,3,0.572916667,4,10,1174,0,40,0
2664,11,0.446527778,5,2,46230,0,40,0
619,,0.877083333,7,11,170,0,40,0
3180,,0.679166667,5,1,817,0,40,0
1742,14,0.44375,2,2,2629,116,40,1
3771,9,0.561111111,3,10,4819,0,40,0
3047,14,0.509027778,3,20,3249,1,40,1
1847,0,0.398611111,1,7,799,0,40,0
1579,,0.416666667,2,12,19954,0,40,2
1655,8,0.620833333,2,13,72805,0,40,0
2212,13,0.471527778,5,13,5542,212,40,1
2020,12,0.708333333,5,16,3661,0,40,1
1956,3,0.457638889,3,1,,0,40,0
1307,8,0.593055556,2,2,60715,0,40,0
2003,5,0.415277778,5,5,3779,51,40,0
575,9,0.877777778,7,25,164,0,40,0
1706,14,0.440277778,5,2,1325,0,200,2
4249,9,0.904861111,2,46,222,100,40,1
4222,12,0.845833333,2,5,16817,0,40,2
3401,12,0.610416667,4,4,134,0,40,1
861,0,0.222222222,1,24,361,0,40,0
1801,8,0.7,3,4,45840,0,40,0
1628,13,0.636111111,4,7,1649,2,40,0
1993,13,0.610416667,4,32,3286,12,40,0
269,9,0.604861111,1,6,5676,0,200,2
629,14,0.5625,4,13,1255,0,400,3
300,9,0.879166667,7,24,190,0,40,0
459,12,0.55625,1,18,3712,2,40,1
1447,9,0.716666667,1,10,,0,40,0
1472,14,0.65625,2,8,968,3,20,1
2046,9,0.447222222,5,68,1168,0,40,2
4178,2,0.554166667,2,220,81035,0,40,3
3415,13,0.64375,4,6,,0,40,0
2113,13,0.446527778,3,9,1094,0,40,0
3388,8,0.672916667,5,3,26232,0,40,0
4274,9,0.495833333,4,13,1859,4,40,1
3995,14,0.38125,5,19,3260,24,40,1
2889,5,0.331944444,5,8,16858,11,40,0
2008,5,0.439583333,3,148,12519,0,40,3
4250,,0.572916667,4,10,8346,0,40,0
503,12,0.552083333,1,26,15730,2994,40,2
2414,7,0.647222222,2,12,4427,0,40,3
4047,8,0.445138889,4,101,24473,0,40,0
380,,0.613194444,2,4,716,0,40,1
3218,8,0.342361111,2,13,42673,0,40,0
1525,13,0.722916667,3,51,9740,0,100,1
4167,9,0.405555556,2,5,14695,0,40,0
2340,9,0.546527778,7,26,528,0,40,1
374,6,0.290972222,3,83,911,1,20,0
2458,13,0.410416667,2,12,8392,0,40,0
3383,13,0.015972222,2,55,4848,0,40,1
939,5,0.501388889,1,26,7989,477,40,2
2905,12,0.551388889,4,82,8320,1,100,2
3971,9,0.572916667,4,10,2976,0,40,1
2147,12,0.418055556,5,1,1817,0,40,0
3502,2,0.5125,2,220,23790,0,40,2
2068,12,0.617361111,2,4,2293,0,40,2
529,9,0.678472222,1,11,367,0,40,0
2817,2,0.563888889,5,9,53061,0,200,1
636,9,0.544444444,7,21,529,0,40,0
1269,5,0.659027778,2,2,24152,0,40,1
185,9,0.767361111,5,21,1390,0,40,1
2884,,0.656944444,4,2,42014,0,200,1
3164,,0.576388889,4,10,3578,0,40,1
4289,8,0.658333333,4,1,50038,0,200,1
1797,5,0.428472222,6,5,16431,0,40,1
1441,13,0.730555556,4,70,,0,40,2
1535,9,0.611111111,3,219,471,1,40,1
1273,13,0.375,3,1,,0,200,1
607,2,0.520833333,4,24,436,0,40,0
1712,6,0.76875,1,2,298,0,40,0
2199,12,0.478472222,4,19,690,1,40,1
955,,0.477777778,4,19,701,188,40,1
4197,6,0.713888889,2,20,2995,0,40,0
3750,9,0.666666667,4,12,2585,0,40,1
403,9,0.422916667,2,11,2328,0,40,1
2071,,0.440277778,2,13,4300,0,40,3
4059,9,0.59375,4,6,3218,0,20,0
1977,8,0.720833333,4,1,47405,0,40,0
158,13,0.554166667,1,6,6036,3661,40,2
1748,3,0.788888889,1,1,74,0,40,0
2676,9,0.573611111,3,9,712,0,40,0
902,6,0.4125,2,26,424,3,20,1
352,14,0.760416667,3,20,3238,264,100,2
1230,11,0.575,4,9,88221,0,40,0
4010,14,0.370833333,4,1,389,0,200,1
2140,7,0.432638889,4,2,662,0,200,2
444,7,0.371527778,2,222,443,0,40,2
4283,,0.631944444,5,19,1710,142,40,1
754,14,0.773611111,1,6,268,0,40,1
1737,6,0.575694444,2,13,2731,55,40,1
4313,12,0.336805556,4,12,389,1,40,0
311,12,0.423611111,5,31,5698,1,40,1
548,12,0.622916667,4,23,460,3,40,2
3049,9,0.958333333,5,11,5750,0,40,1
3328,4,0.467361111,2,1,73,0,40,0
306,,0.5,3,216,20731,0,40,2
2335,13,0.747222222,1,11,4219,22,40,0
694,,0.395833333,2,220,1056,0,40,2
2356,12,0.615972222,4,3,115,0,40,0
1927,3,0.698611111,4,6,684,0,40,0
3534,4,0.574305556,1,19,,0,40,0
749,13,0.826388889,3,5,2587,47,40,0
3205,9,0.713888889,2,10,284,2969,40,0
1266,8,0.467361111,3,15,19936,0,40,0
2478,12,0.682638889,1,27,3903,2,40,1
3320,9,0.672916667,5,10,87,0,40,0
3000,13,0.508333333,4,27,3429,3,40,2
970,14,0.0875,6,56,2834,0,400,3
13,12,0.565277778,3,62,2864,0,20,1
873,8,0.477083333,2,2,38704,0,40,0
808,12,0.738194444,1,27,4740,1,40,2
514,14,0.444444444,3,20,3294,356,100,2
3682,9,0.616666667,1,51,2210,2,40,1
409,14,0.622916667,2,13,1255,0,40,1
2929,2,0.5875,1,33,22415,0,40,0
3448,2,0.579861111,1,217,97702,0,40,3
207,11,0.416666667,4,1,20597,0,200,0
2429,9,0.391666667,1,8,2301,0,40,0
458,8,0.584027778,1,4,27840,0,40,0
2986,6,0.320138889,5,31,1478,8,40,0
2778,13,0.905555556,2,46,743,181,40,1
3932,13,0.734722222,1,12,6944,0,40,0
2829,,0.54375,7,19,493,0,40,0
3043,13,0.675694444,2,34,5413,0,40,0
1883,,0.290972222,2,11,3181,0,40,0
1713,7,0.574305556,2,4,561,0,40,0
2985,8,0.65625,2,2,120954,0,40,0
2566,4,0.436805556,5,13,899,0,40,0
552,,0.452083333,3,1,71,0,40,0
1439,14,0.784027778,3,16,1270,0,400,3
2270,11,0.436111111,5,13,26485,0,40,0
4140,9,0.455555556,3,53,,3,20,1
1925,14,0.752083333,2,2,2883,218,40,1
634,8,0.670833333,1,1,23978,0,200,0
4162,5,0.508333333,5,2,8228,0,40,1
316,12,0.453472222,2,1,3936,0,200,2
3241,9,0.544444444,7,19,556,0,40,0
4150,8,0.634722222,2,12,69310,0,40,0
1328,14,0.592361111,4,4,77,0,40,0
427,13,0.370138889,3,1,3848,0,200,1
2547,9,0.945833333,6,11,989,0,40,0
105,2,0.559722222,2,1,19163,0,40,0
142,9,0.757638889,4,7,2546,0,40,0
2169,13,0.477083333,2,13,3826,0,40,0
3128,6,0.28125,5,62,,2,20,1
3618,12,0.619444444,2,13,8859,0,40,1
2241,14,0.476388889,3,21,,232,100,2
2576,9,0.490972222,4,8,1065,0,40,0
2163,,0.34375,6,6,2887,0,40,0
1949,,0.914583333,5,8,,0,40,0
4088,7,0.454166667,4,9,400,1,20,1
2272,14,0.6125,2,25,264,0,40,1
1,12,0.715972222,2,7,5923,0,40,1
2476,0,0.75625,5,13,3725,0,400,2
4292,8,0.375,2,24,56181,0,40,0
1951,12,0.415972222,3,24,,0,40,1
3085,,0.594444444,3,1,772,0,40,0
3362,12,0.8875,2,9,2873,2,40,1
2638,13,0.36875,3,1,3911,0,200,1
1109,14,0.6375,2,13,3252,1,40,1
2714,9,0.950694444,5,11,5763,0,40,1
591,9,0.735416667,2,52,2204,3611,40,2
1695,5,0.576388889,2,5,4958,283,40,0
2575,6,0.222916667,5,62,632,10,20,0
1576,6,0.611111111,3,220,445,0,40,0
3972,2,0.600694444,2,13,25617,0,40,0
213,14,0.727083333,1,20,3261,74,100,2
778,2,0.715277778,2,7,42397,0,40,0
3286,,0.498611111,4,2,124105,0,40,0
3927,11,0.397222222,1,8,970,0,40,0
2043,14,0.443055556,3,21,3241,174,100,1
4120,7,0.397222222,1,7,118,80,40,0
2653,9,0.80625,4,16,79,2,40,0
2879,8,0.611111111,2,26,40965,0,40,0
1567,9,0.610416667,3,16,3228,0,40,0
3481,12,0.736111111,5,17,12863,0,40,1
4081,5,0.675,3,2,3799,0,40,0
3193,13,0.675694444,3,5,2283,15,40,0
4265,0,0.61875,2,27,4795,0,40,2
1343,13,0.680555556,1,27,3882,14,40,0
2013,12,0.729166667,2,9,5918,61,40,1
273,12,0.770138889,5,16,3707,0,400,3
71,,0.474305556,2,17,1250,0,400,3
1087,7,0.425,5,31,6294,18,40,1
394,12,0.005555556,5,3,3014,0,40,1
583,6,0.786111111,2,17,,0,40,0
1367,14,0.673611111,5,17,2711,1846,40,2
4319,,0.81875,4,21,41808,0,40,0
3078,13,0.45,3,5,2321,201,40,0
3102,3,0.86875,1,8,563,0,40,0
4146,12,0.725694444,2,9,3822,0,40,1
3011,14,0.780555556,3,16,1255,0,400,3
3138,13,0.513194444,3,1,1961,0,40,0
1763,11,0.483333333,1,14,49844,0,40,0
3466,14,0.677777778,3,9,828,88,40,0
1259,9,0.759027778,2,11,429,0,40,0
3779,9,0.877777778,7,18,191,0,40,0
2253,9,0.545833333,7,40,506,0,40,1
526,12,0.757638889,5,13,7178,83,40,1
377,9,0.611805556,1,34,1646,49,40,1
1559,9,0.703472222,3,2,4928,0,400,1
4268,4,0.586805556,5,45,5497,0,40,2
1963,9,0.6375,3,2,4952,0,300,1
4101,13,0.699305556,2,24,143,0,40,0
348,2,0.633333333,1,33,,0,40,0
3678,14,0.58125,5,13,7576,0,40,3
2246,9,0.408333333,4,4,2265,0,40,0
3172,4,0.779861111,2,8,968,0,40,0
1709,12,0.602777778,4,10,8296,186,40,1
1050,14,0.585416667,4,28,1006,0,40,1
590,11,0.438888889,4,1,153755,0,200,1
519,,0.392361111,3,16,9097,11,40,1
3713,,0.592361111,4,28,1024,0,40,1
3422,14,0.715277778,3,16,1262,0,400,3
2477,8,0.438888889,4,23,5916,0,40,0
1083,9,0.579166667,2,31,1378,2,40,0
2715,13,0.699305556,1,39,3350,390,40,2
4137,11,0.394444444,1,12,25861,0,40,0
1294,7,0.579166667,4,1,581,0,40,0
1809,9,0.604861111,1,28,9926,0,40,1
791,13,0.697222222,1,3,3482,0,40,0
792,13,0.594444444,3,27,4308,32,40,0
3223,5,0.679166667,5,1,3688,0,40,0
1980,13,0.370138889,3,1,4007,0,200,1
3312,9,0.510416667,3,17,681,0,40,0
2555,9,0.821527778,4,22,1619,0,40,0
1530,14,0.738194444,3,20,3293,309,100,2
1410,4,0.478472222,3,6,735,0,20,0
3360,14,0.544444444,3,20,3272,0,100,1
3858,9,0.770833333,2,8,,0,40,0
83,13,0.659722222,4,10,8308,174,40,1
3612,8,0.40625,3,147,60918,0,40,0
2350,3,0.749305556,1,12,1485,0,40,0
20,,0.732638889,3,6,2611,0,40,0
2586,9,0.354166667,1,11,2366,0,40,1
1562,9,0.645138889,2,2,1459,0,40,0
973,12,0.427083333,5,8,2753,2,20,0
1710,2,0.526388889,2,222,77015,0,40,3
2998,11,0.624305556,3,13,1765,0,40,0
1098,7,0.718055556,4,1,75,0,40,1
3167,14,0.565277778,1,33,1122,146,40,1
886,7,0.484027778,1,14,,17,40,1
2973,11,0.475,5,14,3967,0,40,0
3852,14,0.643055556,2,12,6942,0,40,2
3553,13,0.399305556,4,9,284,3,20,2
3880,14,0.389583333,2,24,293,102,40,2
737,9,0.877777778,7,27,172,0,40,0
1453,14,0.440277778,1,20,3277,9,100,1
2991,0,0.513888889,4,24,464,3,40,2
4063,13,0.680555556,5,2,2886,0,40,0
2506,,0.451388889,2,5,13791,0,40,1
2126,8,0.33125,5,8,85226,0,40,0
906,5,0.484027778,6,6,16516,0,40,1
3386,13,0.770138889,1,148,916,0,40,1
3379,9,0.545833333,7,40,544,0,40,1
2507,3,0.657638889,4,1,204,0,200,0
2428,,0.415972222,5,5,834,126,40,0
947,4,0.450694444,2,4,549,0,40,0
2873,7,0.652083333,2,13,4233,0,40,2
3063,12,0.005555556,2,3,3026,0,40,1
715,8,0.505555556,3,147,154683,0,40,1
3052,13,0.61875,5,17,10308,778,40,2
686,,0.670138889,2,6,7340,0,40,0
3930,9,0.44375,3,31,827,0,40,0
2353,14,0.638888889,3,13,638,0,20,0
2257,14,0.409722222,2,27,,3,20,2
3389,14,0.417361111,3,18,3212,0,100,1
21,12,0.768055556,1,34,3124,15,40,3
885,8,0.711111111,4,2,47275,0,40,0
3507,8,0.761805556,1,16,58952,0,40,0
917,9,0.410416667,2,12,2933,0,40,0
2836,14,0.585416667,2,26,,0,40,2
2833,8,0.45625,4,26,10652,0,20,0
3815,0,0.431944444,5,24,191,0,40,0
2939,9,0.521527778,2,11,578,2,40,0
1265,9,0.575,2,147,2500,0,40,3
483,3,0.565277778,5,9,1182,0,200,0
3442,9,0.692361111,2,1,1369,0,200,0
3981,13,0.564583333,3,11,4378,0,40,0
277,,0.485416667,4,1,79,0,40,0
988,,0.614583333,2,27,4984,0,40,1
2084,9,0.324305556,6,6,3108,0,20,0
1245,,0.738888889,2,1,1927,0,200,1
2382,9,0.211111111,1,62,353,0,20,0
571,14,0.497222222,3,21,3264,28,40,1
1435,5,0.567361111,1,34,7886,16,40,1
993,12,0.722916667,3,53,9732,0,100,1
2610,12,0.674305556,3,2,2287,0,40,1
2606,12,0.699305556,4,6,7528,47,40,1
585,9,0.730555556,3,5,74,0,40,0
2770,9,0.654861111,1,7,6042,0,40,0
2514,14,0.581944444,3,18,277,1,40,2
1349,9,0.529861111,4,62,,3,20,1
1007,8,0.485416667,4,1,721,0,40,0
674,13,0.481944444,3,8,1126,0,40,0
2412,14,0.74375,4,8,2251,141,40,1
447,3,0.609722222,4,4,73,0,40,0
2627,12,0.679166667,5,1,2179,0,40,0
3826,13,0.56875,2,34,2956,0,40,0
2064,13,0.7625,4,31,5450,20,40,0
4145,9,0.739583333,5,12,381,516,40,1
2877,12,0.424305556,5,9,2460,33,40,0
1690,9,0.545138889,7,41,502,0,40,1
3801,12,0.645833333,2,2,4044,0,40,1
1247,,0.525694444,3,83,19301,0,20,0
1985,8,0.467361111,5,13,41471,0,40,0
294,14,0.506944444,1,57,,0,40,3
1547,,0.61875,2,14,3060,1,40,0
2012,0,0.332638889,4,205,8111,0,40,3
588,13,0.078472222,5,27,8676,0,40,1
2403,,0.784027778,3,16,1253,0,400,3
2129,2,0.725,4,8,17532,0,40,0
3523,12,0.469444444,3,1,2139,0,40,0
3504,9,0.416666667,4,1,656,0,200,0
425,7,0.519444444,3,1,569,0,40,1
2582,7,0.671527778,5,1,514,0,40,0
1054,13,0.55625,1,18,3747,200,40,1
3832,8,0.719444444,5,342,,0,40,1
556,0,0.227083333,2,23,8304,0,40,2
4245,7,0.407638889,1,13,4611,0,40,1
2969,3,0.409722222,2,13,,0,40,0
4079,12,0.653472222,3,9,6080,0,40,0
3199,9,0.729861111,5,2,2886,1,40,0
4076,9,0.625694444,7,11,1144,0,40,0
3111,7,0.576388889,2,5,2109,0,40,1
1193,5,0.56875,5,13,36804,0,40,2
1716,8,0.634027778,1,4,56526,0,40,0
2604,9,0.766666667,5,21,,0,40,1
3434,,0.584722222,5,46,39005,221,40,2
1704,9,0.404861111,1,28,975,0,40,0
2618,3,0.504861111,4,1,122,0,40,0
2400,9,0.545833333,7,35,537,0,40,1
2139,12,0.333333333,1,13,4691,0,40,1
2383,9,0.503472222,2,7,2686,0,40,0
2828,5,0.601388889,5,46,39026,360,40,2
1285,3,0.489583333,4,2,71,0,20,0
2864,13,0.7,5,52,8753,11,40,1
2897,11,0.697222222,5,5,35094,0,40,0
3677,9,0.579861111,5,16,177,0,40,0
2087,9,0.786111111,2,17,1407,0,40,0
1889,9,0.54375,7,19,545,0,40,0
1591,,0.545138889,7,28,512,0,40,1
4062,2,0.396527778,1,8,999,0,40,0
2162,7,0.463194444,3,13,4704,69,40,1
2396,14,0.265972222,4,70,4311,0,400,3
2758,,0.588194444,1,11,2696,0,40,1
2271,7,0.588888889,1,32,3270,0,40,1
3939,9,0.556944444,1,2,,0,40,0
1137,14,0.783333333,3,16,1268,0,400,3
2936,4,0.685416667,3,1,125,0,40,0
972,7,0.429861111,5,3,928,0,40,1
795,7,0.649305556,1,27,693,112,40,1
1711,,0.369444444,4,1,,0,200,0
3804,11,0.444444444,3,1,17634,0,40,0
453,8,0.746527778,2,9,34443,0,40,0
913,7,0.424305556,5,222,7739,0,40,3
4278,2,0.079166667,5,27,,0,40,1
1199,9,0.744444444,3,1,,0,400,1
1274,,0.602083333,4,10,2952,127,40,1
2375,9,0.878472222,7,23,179,0,40,0
37,3,0.431944444,5,2,271,0,40,0
974,12,0.560416667,1,1,2893,0,40,1
983,12,0.390277778,3,3,5377,0,40,1
3065,9,0.477083333,4,19,247,29,40,0
1418,,0.510416667,5,2,1772,0,40,0
1560,9,0.722916667,2,4,501,0,40,0
39,9,0.677777778,5,8,1366,128,40,0
1486,11,0.691666667,3,265,7722,0,40,1
3296,9,0.81875,4,21,1809,0,40,0
169,12,0.781944444,4,6,8519,0,40,1
